mapping_id	document_id	source_id	service_scope	symptom_family	mapping_basis	review_state	is_gold_qrel	relevance_grade	version_compatibility
MAP-0039	KBH-D058-94f18a70ecb0	D058	platform_generic	memory_pressure_or_oom	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0040	KBH-D058-aaa3e891815f	D058	platform_generic	general_operational_reference	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0041	KBH-D058-ac5d7aedb7e6	D058	platform_generic	deployment_or_container_start	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0042	KBH-D058-c2749095504f	D058	platform_generic	general_operational_reference	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0043	KBH-D059-0185ccfaeb29	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0044	KBH-D059-0980a5088584	D059	platform_generic	deployment_or_container_start	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0045	KBH-D059-0d787d431d0c	D059	platform_generic	pod_crash_restart_or_not_ready	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0046	KBH-D059-100adba8ab53	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0047	KBH-D059-1e35988462b6	D059	platform_generic	cpu_pressure_or_throttling	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0048	KBH-D059-2f773ad62c4d	D059	platform_generic	storage_or_filesystem_pressure	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0049	KBH-D059-320e57f48715	D059	platform_generic	network_dns_or_service_unreachable	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0050	KBH-D059-320e57f48715	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0051	KBH-D059-40feb3b71482	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0052	KBH-D059-44306ba7be54	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0053	KBH-D059-4bb889d6dca3	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0054	KBH-D059-545ab1351883	D059	platform_generic	storage_or_filesystem_pressure	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0055	KBH-D059-55680d49eefb	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0056	KBH-D059-5b2f1ba3a5d0	D059	platform_generic	network_dns_or_service_unreachable	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0057	KBH-D059-5b2f1ba3a5d0	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0058	KBH-D059-6c2b859da0cb	D059	platform_generic	general_operational_reference	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0059	KBH-D059-7f69273da4ee	D059	platform_generic	general_operational_reference	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0060	KBH-D059-880cd100599f	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0061	KBH-D059-8d06231c2525	D059	platform_generic	network_dns_or_service_unreachable	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0062	KBH-D059-90ee8fc78d14	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0063	KBH-D059-91688933d572	D059	platform_generic	network_dns_or_service_unreachable	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0064	KBH-D059-91688933d572	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0065	KBH-D059-91bc8b32682b	D059	platform_generic	deployment_or_container_start	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0066	KBH-D059-9bcf2fdf8ee8	D059	platform_generic	memory_pressure_or_oom	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0067	KBH-D059-ab767794153c	D059	platform_generic	pod_crash_restart_or_not_ready	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0068	KBH-D059-b0277ce1f225	D059	platform_generic	deployment_or_container_start	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0069	KBH-D059-b32d4a918814	D059	platform_generic	network_dns_or_service_unreachable	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0070	KBH-D059-b32d4a918814	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0071	KBH-D059-b8a720c3525a	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0072	KBH-D059-bcfb01413ab2	D059	platform_generic	general_operational_reference	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0073	KBH-D059-c0ae2fc5e6c0	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0074	KBH-D059-c0ae2fc5e6c0	D059	platform_generic	storage_or_filesystem_pressure	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0075	KBH-D059-c21de076814a	D059	platform_generic	cpu_pressure_or_throttling	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0076	KBH-D059-c5fd7b512fcf	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0077	KBH-D059-ce4a883f97c6	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0078	KBH-D059-db6bc0dfb97f	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0079	KBH-D059-dc1287ef31f0	D059	platform_generic	memory_pressure_or_oom	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0080	KBH-D059-de70fffe8993	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0081	KBH-D059-de70fffe8993	D059	platform_generic	storage_or_filesystem_pressure	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0082	KBH-D059-e0f954f2a2b6	D059	platform_generic	metrics_collection_or_alert_config	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
MAP-0083	KBH-D059-f471acd3d532	D059	platform_generic	node_health	rule_based_path_title_candidate_not_incident_evidence	needs_human_review	False		unverified
