paper_id	title	topic_code	scope	verification_status	canonical_url	arxiv_id	doi	acl_id	arxiv_id_year	authors	venue	publication_year	metadata_source_url	discovery_sources	source_rows	link_check_date	link_check_note
P0053	AI Assistants for Incident Lifecycle in a Microservice Environment: A Systematic Literature Review	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://arxiv.org/abs/2410.04334	2410.04334			2024				https://arxiv.org/abs/2410.04334	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0053""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0054	AIOpsLab: A Holistic Framework to Evaluate AI Agents for Enabling Autonomous Clouds	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://arxiv.org/abs/2501.06706	2501.06706			2025				https://arxiv.org/abs/2501.06706	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md"", ""primary_abstract_and_project_pages""]"	"[""R0054"", ""R0763""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0055	ITBench: Evaluating AI Agents across Diverse Real-World IT Automation Tasks	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://arxiv.org/abs/2502.05352	2502.05352			2025				https://arxiv.org/abs/2502.05352	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md"", ""primary_abstract_and_project_pages""]"	"[""R0055"", ""R0764""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0056	An Empirical Study of Production Incidents in Generative AI Cloud Services	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://yinfangchen.github.io/assets/pdf/empirical_study.pdf								https://yinfangchen.github.io/assets/pdf/empirical_study.pdf	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0056""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0057	A Holistic View of AI-driven Network Incident Management	LLM_AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://www.microsoft.com/en-us/research/uploads/prod/2023/09/LLM4IcMs___HotNets__23-6.pdf								https://www.microsoft.com/en-us/research/uploads/prod/2023/09/LLM4IcMs___HotNets__23-6.pdf	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0057""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0058	Building AI Agents for Autonomous Clouds: Challenges and Design Principles	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://arxiv.org/abs/2407.12165	2407.12165			2024				https://arxiv.org/abs/2407.12165	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0058""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0059	D-Bot: Database Diagnosis System using Large Language Models	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://arxiv.org/abs/2312.01454	2312.01454			2023				https://arxiv.org/abs/2312.01454	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0059""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0060	NetAssistant: Dialogue Based Network Diagnosis in Data Center Networks	LLM_AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.usenix.org/system/files/nsdi24-wang-haopei.pdf								https://www.usenix.org/system/files/nsdi24-wang-haopei.pdf	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0060""]"	2026-09-12	PDF readable; title pending comparison
P0061	FLASH: A Workflow Automation Agent for Diagnosing Recurring Incidents	LLM_AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://www.microsoft.com/en-us/research/uploads/prod/2024/10/FLASH_Paper.pdf								https://www.microsoft.com/en-us/research/uploads/prod/2024/10/FLASH_Paper.pdf	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0061""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0062	Incident Response Planning Using a Lightweight Large Language Model with Reduced Hallucination	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://www.ndss-symposium.org/ndss-paper/incident-response-planning-using-a-lightweight-large-language-model-with-reduced-hallucination/								https://www.ndss-symposium.org/ndss-paper/incident-response-planning-using-a-lightweight-large-language-model-with-reduced-hallucination/	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0062""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
P0063	Knowledge-aware Alert Aggregation in Large-scale Cloud Systems: a Hybrid Approach	LLM_AIOPS_RCA	direct_AIOps_log_observability	primary_title_identifier_confirmed	https://arxiv.org/abs/2403.06485	2403.06485			2024				https://arxiv.org/abs/2403.06485	"[""https://github.com/Jun-jie-Huang/awesome-LLM-AIOps/blob/main/README.md""]"	"[""R0063""]"	2026-09-12	Đối chiếu trang metadata nguồn gốc; không đọc toàn văn.
