candidate_id	incident_id	chunk_id	document_id	retrievers	query_hashes	min_rank	ranks_json	scores_json
cand_6f235aa0e4d3dd65	inc_0f782051d78bc07a	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	bm25,dense	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	4	{"bm25": 6, "dense": 47}	{"bm25": 12.002047720800523, "dense": 0.8240694403648376}
cand_dc6b22bfbfc1c577	inc_0f782051d78bc07a	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	bm25,dense	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	5	{"bm25": 12, "dense": 43}	{"bm25": 10.177594234395825, "dense": 0.8244909048080444}
cand_fac409ff0701bfa5	inc_0f782051d78bc07a	KBC-D057-f6c48ce30e1e7270ef4116c4	KBH-D057-10119f6772e5	bm25,dense	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	6	{"bm25": 15, "dense": 50}	{"bm25": 9.706571620180048, "dense": 0.8234134912490845}
cand_37aab057a417b28f	inc_0f782051d78bc07a	KBC-D058-5388925824db7450fe28f4fd	KBH-D058-c2749095504f	bm25,dense	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	7	{"bm25": 34, "dense": 29}	{"bm25": 6.652508508630446, "dense": 0.8281021118164062}
cand_ac5ba06054d9e184	inc_0f782051d78bc07a	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	bm25,dense	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	8	{"bm25": 37, "dense": 33}	{"bm25": 6.310010853197801, "dense": 0.8263061046600342}
cand_9887c3ea3684f77f	inc_0f782051d78bc07a	KBC-D058-9c00a77232e7edf2e0aa73a7	KBH-D058-aaa3e891815f	bm25	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	9	{"bm25": 1}	{"bm25": 15.576345823323177}
cand_07531cbcb9279e2f	inc_0f782051d78bc07a	KBC-D059-548a3bb384e53f43764daa60	KBH-D059-545ab1351883	dense	a3d28c7d045f9e7daf6ddf389d41618629c7b4d21c4b5a4e7d8869ded7f8afdd	10	{"dense": 1}	{"dense": 0.8485618829727173}
cand_ce7e10356ecee395	inc_15361b2d5df6a488	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	1	{"bm25": 3, "dense": 16}	{"bm25": 22.210654110419295, "dense": 0.8548892736434937}
cand_fe5c18b8dc3d4743	inc_15361b2d5df6a488	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	2	{"bm25": 7, "dense": 11}	{"bm25": 15.495086999564682, "dense": 0.857282817363739}
cand_f34cd25f53a76023	inc_15361b2d5df6a488	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	3	{"bm25": 5, "dense": 17}	{"bm25": 18.69938114411866, "dense": 0.8541152477264404}
cand_0a5e5273b13e1f33	inc_15361b2d5df6a488	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	4	{"bm25": 18, "dense": 5}	{"bm25": 10.734483138870177, "dense": 0.8606876730918884}
cand_154e80791a26ade1	inc_15361b2d5df6a488	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	5	{"bm25": 4, "dense": 22}	{"bm25": 20.116906830388093, "dense": 0.8524069786071777}
cand_07bda5701b61a46d	inc_15361b2d5df6a488	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	6	{"bm25": 27, "dense": 3}	{"bm25": 9.343284193508293, "dense": 0.8608012199401855}
cand_4e74e3f63499554b	inc_15361b2d5df6a488	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	7	{"bm25": 1, "dense": 37}	{"bm25": 28.79886823256604, "dense": 0.8471982479095459}
cand_5623579c54fa2333	inc_15361b2d5df6a488	KBC-D058-65a7de2b1cd13f2d6190e03c	KBH-D058-aaa3e891815f	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	8	{"bm25": 36, "dense": 6}	{"bm25": 7.939578137073582, "dense": 0.8605188727378845}
cand_f85a69d52ca5eb32	inc_15361b2d5df6a488	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	9	{"bm25": 10, "dense": 31}	{"bm25": 13.239925840661373, "dense": 0.8486982583999634}
cand_41d00bf05dd69de8	inc_15361b2d5df6a488	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	bm25,dense	b6a111da4248f768987005dbf01dc780bae6ccd8b9c41c98bf1d49cdf4da1503	10	{"bm25": 13, "dense": 30}	{"bm25": 12.05456383315001, "dense": 0.8488558530807495}
cand_882b1dd212e2f7e2	inc_1bd0f85d1967890c	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	1	{"bm25": 1, "dense": 1}	{"bm25": 58.333293228081644, "dense": 0.8804308176040649}
cand_8364b26c29df87b1	inc_1bd0f85d1967890c	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	2	{"bm25": 3, "dense": 5}	{"bm25": 34.2407543182044, "dense": 0.8617523908615112}
cand_6564cb4684386ed5	inc_1bd0f85d1967890c	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	3	{"bm25": 7, "dense": 3}	{"bm25": 23.986850786551926, "dense": 0.8661448359489441}
cand_19822cc6c636a643	inc_1bd0f85d1967890c	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	4	{"bm25": 9, "dense": 2}	{"bm25": 18.781720007462503, "dense": 0.8680745959281921}
cand_d54434c39aa92f73	inc_1bd0f85d1967890c	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	5	{"bm25": 8, "dense": 6}	{"bm25": 20.19285927930997, "dense": 0.8614794611930847}
cand_afd2555c7bf46250	inc_1bd0f85d1967890c	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	6	{"bm25": 5, "dense": 10}	{"bm25": 28.3368415792267, "dense": 0.8582215905189514}
cand_6aa73ed223a53664	inc_1bd0f85d1967890c	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	7	{"bm25": 6, "dense": 9}	{"bm25": 24.85875361695399, "dense": 0.8582882881164551}
cand_e469c03b3793d3ba	inc_1bd0f85d1967890c	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	8	{"bm25": 4, "dense": 17}	{"bm25": 33.901888109441316, "dense": 0.8534204363822937}
cand_ae369750d76f3f91	inc_1bd0f85d1967890c	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	9	{"bm25": 23, "dense": 4}	{"bm25": 10.663193069084217, "dense": 0.8628963828086853}
cand_70fd33cab54eac93	inc_1bd0f85d1967890c	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	bm25,dense	271a86e9ec03ba3e9f57c129fe2f08e2fc1d6e0fd1060b1da8d9e0092a3996af	10	{"bm25": 11, "dense": 18}	{"bm25": 16.913841075586912, "dense": 0.8530642986297607}
cand_38feb753e6bf85b5	inc_1c35829e1a5668b7	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	1	{"bm25": 1, "dense": 33}	{"bm25": 13.314776974846481, "dense": 0.8156404495239258}
cand_fc79a00eefdbdca5	inc_1c35829e1a5668b7	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	2	{"bm25": 18, "dense": 10}	{"bm25": 5.990748539859536, "dense": 0.8246914148330688}
cand_752dff27966a3fe0	inc_1c35829e1a5668b7	KBC-D058-5b86503d419c093f8eded70a	KBH-D058-22bb04d72ccf	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	3	{"bm25": 11, "dense": 49}	{"bm25": 6.731318381112067, "dense": 0.8115172386169434}
cand_8dfc759de8cb9625	inc_1c35829e1a5668b7	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	4	{"bm25": 21, "dense": 36}	{"bm25": 5.283525368474962, "dense": 0.8149681091308594}
cand_03b37c38efd0f48e	inc_1c35829e1a5668b7	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	5	{"bm25": 36, "dense": 30}	{"bm25": 4.637235734498236, "dense": 0.8163670301437378}
cand_87e427e385c59840	inc_1c35829e1a5668b7	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	6	{"bm25": 38, "dense": 32}	{"bm25": 4.522830941058795, "dense": 0.8159775733947754}
cand_190aad010da1b0a3	inc_1c35829e1a5668b7	KBC-D058-70d23bde47d3316dd574e62b	KBH-D058-aaa3e891815f	bm25,dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	7	{"bm25": 29, "dense": 48}	{"bm25": 4.708338179428445, "dense": 0.8116694688796997}
cand_461f25567f4d9553	inc_1c35829e1a5668b7	KBC-D059-05ba5f615d51b4b34e72449e	KBH-D059-90ee8fc78d14	dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	8	{"dense": 1}	{"dense": 0.8439573049545288}
cand_ea4c01a399d45c56	inc_1c35829e1a5668b7	KBC-D058-0c6a32d6d84824353de6825d	KBH-D058-57df42feca96	bm25	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	9	{"bm25": 2}	{"bm25": 10.609353528437278}
cand_9d674131a635ee6a	inc_1c35829e1a5668b7	KBC-D059-57a63cfd29ea8f8856acd93d	KBH-D059-c5fd7b512fcf	dense	24d4657e60bf9ec643fa469922494831b50fa5b070a56d12c143c98df7925ad5	10	{"dense": 2}	{"dense": 0.8439573049545288}
cand_b81fcb0eaabe2fc3	inc_1fa5a9117fca9344	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	1	{"bm25": 7, "dense": 16}	{"bm25": 8.02413695249146, "dense": 0.8294005393981934}
cand_e7e56928c09dd9c4	inc_1fa5a9117fca9344	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	2	{"bm25": 11, "dense": 20}	{"bm25": 7.143679563003055, "dense": 0.8270080089569092}
cand_eb2bca5fbbf978a5	inc_1fa5a9117fca9344	KBC-D058-08c26d83a4bdb300a4368e59	KBH-D058-94f18a70ecb0	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	3	{"bm25": 14, "dense": 17}	{"bm25": 6.4140467020672975, "dense": 0.8290553092956543}
cand_7eb4b9f80b392c7c	inc_1fa5a9117fca9344	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	4	{"bm25": 10, "dense": 24}	{"bm25": 7.177874088897054, "dense": 0.8253538608551025}
cand_eb9a7e657cdfd919	inc_1fa5a9117fca9344	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	5	{"bm25": 12, "dense": 23}	{"bm25": 6.979354567629432, "dense": 0.8255327939987183}
cand_8a55d231d52a2cb8	inc_1fa5a9117fca9344	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	6	{"bm25": 9, "dense": 29}	{"bm25": 7.854313825723311, "dense": 0.8238325119018555}
cand_764bd9569d945ab5	inc_1fa5a9117fca9344	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	7	{"bm25": 31, "dense": 36}	{"bm25": 4.609428440472062, "dense": 0.823233962059021}
cand_0b6fd2c8109bc9d5	inc_1fa5a9117fca9344	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	8	{"bm25": 29, "dense": 39}	{"bm25": 4.637235734498236, "dense": 0.8221780061721802}
cand_65a75947dabc779c	inc_1fa5a9117fca9344	KBC-D059-02fe0f70f9054ea8fda61e45	KBH-D059-40feb3b71482	bm25,dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	9	{"bm25": 45, "dense": 42}	{"bm25": 3.862177674685165, "dense": 0.8213633894920349}
cand_4feb31dcceb71c92	inc_1fa5a9117fca9344	KBC-D058-514d90b5cddd66fc4cd2057a	KBH-D058-94f18a70ecb0	dense	d038eaf66c11192c878db62843bf738b64c10045e5abac0120726915212dd1ca	10	{"dense": 1}	{"dense": 0.8343420028686523}
cand_c934dab7f2b6acbb	inc_25067c4b053b5763	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	1	{"bm25": 1, "dense": 1}	{"bm25": 61.68571559571795, "dense": 0.8800351023674011}
cand_d51998de17e87a4e	inc_25067c4b053b5763	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	2	{"bm25": 4, "dense": 3}	{"bm25": 33.68119215767341, "dense": 0.8671025633811951}
cand_5656cc3b9c802782	inc_25067c4b053b5763	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	3	{"bm25": 6, "dense": 5}	{"bm25": 25.96023043773414, "dense": 0.8650741577148438}
cand_83bb1c6f8d9fea8c	inc_25067c4b053b5763	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	4	{"bm25": 2, "dense": 10}	{"bm25": 49.708676739952814, "dense": 0.8609904050827026}
cand_4893f4aa9a60245d	inc_25067c4b053b5763	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	5	{"bm25": 8, "dense": 4}	{"bm25": 20.972870648112828, "dense": 0.8665372133255005}
cand_166e645cd0739309	inc_25067c4b053b5763	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	6	{"bm25": 11, "dense": 6}	{"bm25": 18.52365837575934, "dense": 0.8649124503135681}
cand_75b453973737c714	inc_25067c4b053b5763	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	7	{"bm25": 5, "dense": 17}	{"bm25": 33.50120642916987, "dense": 0.8553271293640137}
cand_803b0c6e09bcf273	inc_25067c4b053b5763	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	8	{"bm25": 14, "dense": 9}	{"bm25": 14.040462726177578, "dense": 0.8617719411849976}
cand_ac01b5b4ca6f73bb	inc_25067c4b053b5763	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	9	{"bm25": 12, "dense": 13}	{"bm25": 15.865899821927806, "dense": 0.8586560487747192}
cand_06f99bc503207ca6	inc_25067c4b053b5763	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	bm25,dense	03f105123e2cf5628b02ceb49fc80c915fefd807e58c14e6147b29a1e96ae8ae	10	{"bm25": 7, "dense": 22}	{"bm25": 21.694300186187853, "dense": 0.8532628417015076}
cand_09d7414fabce6013	inc_28c54291b6ec0364	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	bm25,dense	27089780a33e48e6baea99f5b54113f5eedac2e620d5904ae1086b1eb0c91de7	1	{"bm25": 3, "dense": 5}	{"bm25": 21.35498843945494, "dense": 0.8595391511917114}
cand_3780151c1fa8cf12	inc_28c54291b6ec0364	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	bm25,dense	27089780a33e48e6baea99f5b54113f5eedac2e620d5904ae1086b1eb0c91de7	2	{"bm25": 1, "dense": 9}	{"bm25": 28.176091797692465, "dense": 0.8586447238922119}
cand_c88f48dee2fe20ba	inc_28c54291b6ec0364	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	bm25,dense	27089780a33e48e6baea99f5b54113f5eedac2e620d5904ae1086b1eb0c91de7	3	{"bm25": 11, "dense": 2}	{"bm25": 12.88532703660742, "dense": 0.8616400957107544}
