incident_id	rank	chunk_id	document_id	score
inc_1bd0f85d1967890c	7	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.02964426877470356
inc_1bd0f85d1967890c	8	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.028612012987012988
inc_1bd0f85d1967890c	9	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.027673192771084338
inc_1bd0f85d1967890c	10	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.02690501986276634
inc_1c35829e1a5668b7	1	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.027146130794993832
inc_1c35829e1a5668b7	2	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.027106227106227107
inc_1c35829e1a5668b7	3	KBC-D058-5b86503d419c093f8eded70a	KBH-D058-22bb04d72ccf	0.02325881896885903
inc_1c35829e1a5668b7	4	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	0.022762345679012343
inc_1c35829e1a5668b7	5	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.021527777777777778
inc_1c35829e1a5668b7	6	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.021073646850044363
inc_1c35829e1a5668b7	7	KBC-D058-70d23bde47d3316dd574e62b	KBH-D058-aaa3e891815f	0.020495214315439034
inc_1c35829e1a5668b7	8	KBC-D059-05ba5f615d51b4b34e72449e	KBH-D059-90ee8fc78d14	0.01639344262295082
inc_1c35829e1a5668b7	9	KBC-D058-0c6a32d6d84824353de6825d	KBH-D058-57df42feca96	0.016129032258064516
inc_1c35829e1a5668b7	10	KBC-D059-57a63cfd29ea8f8856acd93d	KBH-D059-c5fd7b512fcf	0.016129032258064516
inc_1ceb6e079b0f93ee	1	KBC-D057-f6c48ce30e1e7270ef4116c4	KBH-D057-10119f6772e5	0.03131881575727918
inc_1ceb6e079b0f93ee	2	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0.031099324975891997
inc_1ceb6e079b0f93ee	3	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.030621785881252923
inc_1ceb6e079b0f93ee	4	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.029857397504456328
inc_1ceb6e079b0f93ee	5	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.027673192771084338
inc_1ceb6e079b0f93ee	6	KBC-D058-60bac8f23d1c5f9ab5809f5c	KBH-D058-94f18a70ecb0	0.02664576802507837
inc_1ceb6e079b0f93ee	7	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0.02649122807017544
inc_1ceb6e079b0f93ee	8	KBC-D057-878a460540274ab64e37e0c2	KBH-D057-10119f6772e5	0.026190476190476188
inc_1ceb6e079b0f93ee	9	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	0.025047327799621377
inc_1ceb6e079b0f93ee	10	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	0.024614919963757174
inc_1fa5a9117fca9344	1	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.028083267871170464
inc_1fa5a9117fca9344	2	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	0.02658450704225352
inc_1fa5a9117fca9344	3	KBC-D058-08c26d83a4bdb300a4368e59	KBH-D058-94f18a70ecb0	0.026500526500526502
inc_1fa5a9117fca9344	4	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0.026190476190476188
inc_1fa5a9117fca9344	5	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	0.025937081659973226
inc_1fa5a9117fca9344	6	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	0.025728708679368183
inc_1fa5a9117fca9344	7	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.021405677655677656
inc_1fa5a9117fca9344	8	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.02133696515718988
inc_1fa5a9117fca9344	9	KBC-D059-02fe0f70f9054ea8fda61e45	KBH-D059-40feb3b71482	0.019327731092436976
inc_1fa5a9117fca9344	10	KBC-D058-514d90b5cddd66fc4cd2057a	KBH-D058-94f18a70ecb0	0.01639344262295082
inc_25067c4b053b5763	1	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0.03278688524590164
inc_25067c4b053b5763	2	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.03149801587301587
inc_25067c4b053b5763	3	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	0.030536130536130537
inc_25067c4b053b5763	4	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.0304147465437788
inc_25067c4b053b5763	5	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.030330882352941176
inc_25067c4b053b5763	6	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.029236022193768675
inc_25067c4b053b5763	7	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.028371628371628373
inc_25067c4b053b5763	8	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.028006267136701922
inc_25067c4b053b5763	9	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	0.02758751902587519
inc_25067c4b053b5763	10	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.02712049508554787
inc_27b7f4b5f15eddcc	1	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.03225806451612903
inc_27b7f4b5f15eddcc	2	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.03047794966520434
inc_27b7f4b5f15eddcc	3	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	0.029857397504456328
inc_27b7f4b5f15eddcc	4	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.029850746268656716
inc_27b7f4b5f15eddcc	5	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.02967032967032967
inc_27b7f4b5f15eddcc	6	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.02938045560996381
inc_27b7f4b5f15eddcc	7	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.028381642512077296
inc_27b7f4b5f15eddcc	8	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.027730294396961064
inc_27b7f4b5f15eddcc	9	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.026182294223531334
inc_27b7f4b5f15eddcc	10	KBC-D057-7c5704e3d5d36cf73e47a68e	KBH-D057-9db557923ec4	0.025
inc_28c54291b6ec0364	1	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.03125763125763126
inc_28c54291b6ec0364	2	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.030886196246139225
inc_28c54291b6ec0364	3	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.03021353930031804
inc_28c54291b6ec0364	4	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.029211087420042643
inc_28c54291b6ec0364	5	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.028588564574170333
inc_28c54291b6ec0364	6	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.02736498731424429
inc_28c54291b6ec0364	7	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.02719970792259949
inc_28c54291b6ec0364	8	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	0.02604430914933198
inc_28c54291b6ec0364	9	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	0.02490996398559424
inc_28c54291b6ec0364	10	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	0.02388888888888889
inc_28de536b28e1a888	1	KBC-D058-fe3ddeec3705e776748f2b37	KBH-D058-aaa3e891815f	0.029957522915269395
inc_28de536b28e1a888	2	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.02928692699490662
inc_28de536b28e1a888	3	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	0.02694394213381555
inc_28de536b28e1a888	4	KBC-D058-08c26d83a4bdb300a4368e59	KBH-D058-94f18a70ecb0	0.025978407557354925
inc_28de536b28e1a888	5	KBC-D057-6d507cb66b72d0a39ed73739	KBH-D057-b33563055168	0.025904203323558164
inc_28de536b28e1a888	6	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0.025793650793650792
inc_28de536b28e1a888	7	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	0.025561706284597852
inc_28de536b28e1a888	8	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.024909420289855072
inc_28de536b28e1a888	9	KBC-D058-5b86503d419c093f8eded70a	KBH-D058-22bb04d72ccf	0.022399203583872575
inc_28de536b28e1a888	10	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.020368072787427628
inc_2adbb3fd7fbcb7b3	1	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.030536130536130537
inc_2adbb3fd7fbcb7b3	2	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.030090497737556562
inc_2adbb3fd7fbcb7b3	3	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.029910714285714284
inc_2adbb3fd7fbcb7b3	4	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.029709507042253523
inc_2adbb3fd7fbcb7b3	5	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0.02889344262295082
inc_2adbb3fd7fbcb7b3	6	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.02886002886002886
inc_2adbb3fd7fbcb7b3	7	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.028373015873015873
inc_2adbb3fd7fbcb7b3	8	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.028309409888357256
inc_2adbb3fd7fbcb7b3	9	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.028177225029148854
inc_2adbb3fd7fbcb7b3	10	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	0.02803379416282642
inc_41b29f4527655ffa	1	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.029850746268656716
inc_41b29f4527655ffa	2	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.029709507042253523
inc_41b29f4527655ffa	3	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.029551337359792925
inc_41b29f4527655ffa	4	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.028629032258064516
inc_41b29f4527655ffa	5	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.028371628371628373
inc_41b29f4527655ffa	6	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.028006267136701922
inc_41b29f4527655ffa	7	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.02724014336917563
inc_41b29f4527655ffa	8	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0.025974025974025976
inc_41b29f4527655ffa	9	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	0.025904203323558164
inc_41b29f4527655ffa	10	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	0.02531645569620253
inc_42d05a5a96453d5d	1	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.03225806451612903
inc_42d05a5a96453d5d	2	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.029051670471052088
inc_42d05a5a96453d5d	3	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.029030910609857977
inc_42d05a5a96453d5d	4	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.0287391216352965
inc_42d05a5a96453d5d	5	KBC-D058-47c79baf332b61ba8c888fca	KBH-D058-14d8b6f74be5	0.02803921568627451
inc_42d05a5a96453d5d	6	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	0.027650648360030512
inc_42d05a5a96453d5d	7	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.027526395173453996
inc_42d05a5a96453d5d	8	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.02690501986276634
inc_42d05a5a96453d5d	9	KBC-D058-65a7de2b1cd13f2d6190e03c	KBH-D058-aaa3e891815f	0.0261986301369863
inc_42d05a5a96453d5d	10	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.02607709750566893
inc_430574ac0b58cf27	1	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.029827662395050816
inc_430574ac0b58cf27	2	KBC-D057-878a460540274ab64e37e0c2	KBH-D057-10119f6772e5	0.025974025974025976
inc_430574ac0b58cf27	3	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.02506265664160401
inc_430574ac0b58cf27	4	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.024201491487266073
inc_430574ac0b58cf27	5	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0.02319109461966605
inc_430574ac0b58cf27	6	KBC-D057-f6c48ce30e1e7270ef4116c4	KBH-D057-10119f6772e5	0.023148148148148147
inc_430574ac0b58cf27	7	KBC-D058-70d23bde47d3316dd574e62b	KBH-D058-aaa3e891815f	0.022574508560558024
inc_430574ac0b58cf27	8	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.02250764525993884
inc_430574ac0b58cf27	9	KBC-D058-5388925824db7450fe28f4fd	KBH-D058-c2749095504f	0.021988643228222787
inc_430574ac0b58cf27	10	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.021637426900584796
inc_440b5aa2334e385c	1	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.027443609022556388
inc_440b5aa2334e385c	2	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0.02530334418467002
inc_440b5aa2334e385c	3	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.024224945926459983
inc_440b5aa2334e385c	4	KBC-D057-6d507cb66b72d0a39ed73739	KBH-D057-b33563055168	0.02250764525993884
inc_440b5aa2334e385c	5	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.02248326386257421
inc_440b5aa2334e385c	6	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.021505376344086023
inc_440b5aa2334e385c	7	KBC-D058-60bac8f23d1c5f9ab5809f5c	KBH-D058-94f18a70ecb0	0.021110500274876307
inc_440b5aa2334e385c	8	KBC-D059-aab6f70d0cfb018c37641a2e	KBH-D059-40feb3b71482	0.020753512132822477
inc_440b5aa2334e385c	9	KBC-D058-0c6a32d6d84824353de6825d	KBH-D058-57df42feca96	0.01639344262295082
inc_440b5aa2334e385c	10	KBC-D059-05ba5f615d51b4b34e72449e	KBH-D059-90ee8fc78d14	0.01639344262295082
inc_447fc19738a290b6	1	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.031544957774465976
inc_447fc19738a290b6	2	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.03149801587301587
inc_447fc19738a290b6	3	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	0.03055037313432836
inc_447fc19738a290b6	4	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	0.029273504273504274
inc_447fc19738a290b6	5	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.029211087420042643
inc_447fc19738a290b6	6	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.028790389395194696
inc_447fc19738a290b6	7	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.02803379416282642
inc_447fc19738a290b6	8	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.02761904761904762
inc_447fc19738a290b6	9	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	0.026625704045058884
inc_447fc19738a290b6	10	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0.026470588235294117
inc_44cd59b13484c8ff	1	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0.03278688524590164
inc_44cd59b13484c8ff	2	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.031754032258064516
inc_44cd59b13484c8ff	3	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.030330882352941176
inc_44cd59b13484c8ff	4	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.030017921146953404
inc_44cd59b13484c8ff	5	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	0.029418126757516764
inc_44cd59b13484c8ff	6	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.029273504273504274
inc_44cd59b13484c8ff	7	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.029211087420042643
inc_44cd59b13484c8ff	8	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.028665028665028666
inc_44cd59b13484c8ff	9	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.02728937728937729
inc_44cd59b13484c8ff	10	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.027071520029266508
inc_4a55280ad595ec8d	1	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.031054405392392875
inc_4a55280ad595ec8d	2	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.029877369007803793
inc_4a55280ad595ec8d	3	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.029513888888888888
inc_4a55280ad595ec8d	4	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0.02886002886002886
inc_4a55280ad595ec8d	5	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.028790389395194696
inc_4a55280ad595ec8d	6	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.02854251012145749
inc_4a55280ad595ec8d	7	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	0.028021349599695006
inc_4a55280ad595ec8d	8	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	0.027893738140417457
inc_4a55280ad595ec8d	9	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.02681010928961749
inc_4a55280ad595ec8d	10	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0.025677830940988834
inc_4b5a7b23f4b63679	1	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0.03278688524590164
inc_4b5a7b23f4b63679	2	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0.03200204813108039
inc_4b5a7b23f4b63679	3	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0.031754032258064516
inc_4b5a7b23f4b63679	4	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.03007688828584351
inc_4b5a7b23f4b63679	5	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0.029709507042253523
inc_4b5a7b23f4b63679	6	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	0.02964426877470356
inc_4b5a7b23f4b63679	7	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.028991596638655463
inc_4b5a7b23f4b63679	8	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0.027777777777777776
inc_4b5a7b23f4b63679	9	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0.026687875574407917
inc_4b5a7b23f4b63679	10	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0.02591362126245847
inc_4c41c0fdada72699	1	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0.031099324975891997
inc_4c41c0fdada72699	2	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0.02976190476190476
