candidate_id	incident_id	chunk_id	document_id	retrievers	query_hashes	min_rank	ranks_json	scores_json
cand_d3200cf62cb78b3f	inc_1bd0f85d1967890c	KBH-D057-f4bcce2e6d7e-C0003	KBH-D057-f4bcce2e6d7e	bm25_preview_only	2e5e0765f36af8aaf76cce7d8803a5e78d39498708adaf33dd2b1ed3fefb5e61	9	"{""bm25_preview_only"": 9}"	"{""bm25_preview_only"": 12.373740944487356}"
cand_3ad0e0a57f5e7e53	inc_0f782051d78bc07a	KBH-D058-714196198a9c-C0011	KBH-D058-714196198a9c	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	8	"{""bm25_preview_only"": 8}"	"{""bm25_preview_only"": 16.493867109372648}"
cand_fd455952e8e86ebb	inc_0991de462f9a6c05	KBH-D057-3265685291bc-C0002	KBH-D057-3265685291bc	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	1	"{""bm25_preview_only"": 1}"	"{""bm25_preview_only"": 17.52826185883972}"
cand_c33c2957c322e994	inc_15361b2d5df6a488	KBH-D057-cb3046b350d8-C0002	KBH-D057-cb3046b350d8	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	6	"{""bm25_preview_only"": 6}"	"{""bm25_preview_only"": 13.792367589386771}"
cand_0b018cff29d56dc9	inc_15361b2d5df6a488	KBH-D057-b33563055168-C0002	KBH-D057-b33563055168	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	1	"{""bm25_preview_only"": 1}"	"{""bm25_preview_only"": 19.091021799529308}"
cand_e1f104af1b7da5ec	inc_0991de462f9a6c05	KBH-D057-b33563055168-C0005	KBH-D057-b33563055168	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	8	"{""bm25_preview_only"": 8}"	"{""bm25_preview_only"": 12.502362147983966}"
cand_8645635437b9f434	inc_15361b2d5df6a488	KBH-D057-c118fc413f7c-C0002	KBH-D057-c118fc413f7c	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	5	"{""bm25_preview_only"": 5}"	"{""bm25_preview_only"": 14.565241157508886}"
cand_a3b5944d7d1c88f2	inc_1bd0f85d1967890c	KBH-D057-3265685291bc-C0001	KBH-D057-3265685291bc	bm25_preview_only	2e5e0765f36af8aaf76cce7d8803a5e78d39498708adaf33dd2b1ed3fefb5e61	6	"{""bm25_preview_only"": 6}"	"{""bm25_preview_only"": 12.752969651412094}"
cand_ab576bb3dcb7806a	inc_0991de462f9a6c05	KBH-D057-f4bcce2e6d7e-C0003	KBH-D057-f4bcce2e6d7e	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	9	"{""bm25_preview_only"": 9}"	"{""bm25_preview_only"": 12.373740944487356}"
cand_0ff75f9b7024fea9	inc_08457c0fbff4700e	KBH-D057-3265685291bc-C0001	KBH-D057-3265685291bc	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	6	"{""bm25_preview_only"": 6}"	"{""bm25_preview_only"": 12.752969651412094}"
cand_d86ad7e056114fdc	inc_0991de462f9a6c05	KBH-D057-ccf307e9aff7-C0002	KBH-D057-ccf307e9aff7	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	7	"{""bm25_preview_only"": 7}"	"{""bm25_preview_only"": 12.670319402739665}"
cand_d7bc9597b18a2b29	inc_08457c0fbff4700e	KBH-D057-ccf307e9aff7-C0002	KBH-D057-ccf307e9aff7	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	7	"{""bm25_preview_only"": 7}"	"{""bm25_preview_only"": 12.670319402739665}"
cand_08e5a5469c7ff983	inc_08457c0fbff4700e	KBH-D057-b33563055168-C0005	KBH-D057-b33563055168	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	8	"{""bm25_preview_only"": 8}"	"{""bm25_preview_only"": 12.502362147983966}"
cand_d5671f43a5167391	inc_15361b2d5df6a488	KBH-D057-b33563055168-C0005	KBH-D057-b33563055168	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	9	"{""bm25_preview_only"": 9}"	"{""bm25_preview_only"": 12.502362147983966}"
cand_6f9191d038c73626	inc_0f782051d78bc07a	KBH-D057-b33563055168-C0005	KBH-D057-b33563055168	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	2	"{""bm25_preview_only"": 2}"	"{""bm25_preview_only"": 18.911959886109873}"
cand_2e51d5aaa9a45c7e	inc_15361b2d5df6a488	KBH-D057-cb3046b350d8-C0004	KBH-D057-cb3046b350d8	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	3	"{""bm25_preview_only"": 3}"	"{""bm25_preview_only"": 15.333455424522093}"
cand_e5472c6a5578cf82	inc_08457c0fbff4700e	KBH-D057-cb3046b350d8-C0004	KBH-D057-cb3046b350d8	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	2	"{""bm25_preview_only"": 2}"	"{""bm25_preview_only"": 15.333455424522093}"
cand_264793191a57279b	inc_0f782051d78bc07a	KBH-D057-c118fc413f7c-C0002	KBH-D057-c118fc413f7c	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	10	"{""bm25_preview_only"": 10}"	"{""bm25_preview_only"": 15.292163582501372}"
cand_1de432da70cf5f3a	inc_0f782051d78bc07a	KBH-D057-10119f6772e5-C0003	KBH-D057-10119f6772e5	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	3	"{""bm25_preview_only"": 3}"	"{""bm25_preview_only"": 18.35873461669555}"
cand_604be64d0936f077	inc_1bd0f85d1967890c	KBH-D057-cb3046b350d8-C0002	KBH-D057-cb3046b350d8	bm25_preview_only	2e5e0765f36af8aaf76cce7d8803a5e78d39498708adaf33dd2b1ed3fefb5e61	5	"{""bm25_preview_only"": 5}"	"{""bm25_preview_only"": 13.792367589386771}"
cand_833a805fd184fed1	inc_0f782051d78bc07a	KBH-D057-cb3046b350d8-C0001	KBH-D057-cb3046b350d8	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	1	"{""bm25_preview_only"": 1}"	"{""bm25_preview_only"": 21.1725291974582}"
cand_9188c8f243b4db06	inc_0991de462f9a6c05	KBH-D057-3265685291bc-C0001	KBH-D057-3265685291bc	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	6	"{""bm25_preview_only"": 6}"	"{""bm25_preview_only"": 12.752969651412094}"
cand_f04567ee984459e8	inc_0991de462f9a6c05	KBH-D057-cb3046b350d8-C0002	KBH-D057-cb3046b350d8	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	5	"{""bm25_preview_only"": 5}"	"{""bm25_preview_only"": 13.792367589386771}"
cand_0ba89ffd1aef95cf	inc_1bd0f85d1967890c	KBH-D057-cb3046b350d8-C0004	KBH-D057-cb3046b350d8	bm25_preview_only	2e5e0765f36af8aaf76cce7d8803a5e78d39498708adaf33dd2b1ed3fefb5e61	2	"{""bm25_preview_only"": 2}"	"{""bm25_preview_only"": 15.333455424522093}"
cand_6092a6b850d63916	inc_1bd0f85d1967890c	KBH-D057-cb3046b350d8-C0001	KBH-D057-cb3046b350d8	bm25_preview_only	2e5e0765f36af8aaf76cce7d8803a5e78d39498708adaf33dd2b1ed3fefb5e61	3	"{""bm25_preview_only"": 3}"	"{""bm25_preview_only"": 14.744342706361863}"
cand_76932f9e9dd62b9a	inc_08457c0fbff4700e	KBH-D057-3265685291bc-C0002	KBH-D057-3265685291bc	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	1	"{""bm25_preview_only"": 1}"	"{""bm25_preview_only"": 17.52826185883972}"
cand_a324ed3e915b3793	inc_08457c0fbff4700e	KBH-D057-c118fc413f7c-C0002	KBH-D057-c118fc413f7c	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	4	"{""bm25_preview_only"": 4}"	"{""bm25_preview_only"": 14.565241157508886}"
cand_302b99d78e584d24	inc_15361b2d5df6a488	KBH-D057-ccf307e9aff7-C0002	KBH-D057-ccf307e9aff7	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	8	"{""bm25_preview_only"": 8}"	"{""bm25_preview_only"": 12.670319402739665}"
cand_227fbca951f42322	inc_0f782051d78bc07a	KBH-D057-cb3046b350d8-C0004	KBH-D057-cb3046b350d8	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	9	"{""bm25_preview_only"": 9}"	"{""bm25_preview_only"": 15.333455424522093}"
cand_ea4cd8b66af08509	inc_1bd0f85d1967890c	KBH-D057-c118fc413f7c-C0002	KBH-D057-c118fc413f7c	bm25_preview_only	2e5e0765f36af8aaf76cce7d8803a5e78d39498708adaf33dd2b1ed3fefb5e61	4	"{""bm25_preview_only"": 4}"	"{""bm25_preview_only"": 14.565241157508886}"
cand_aa4c69e013e40d0b	inc_0f782051d78bc07a	KBH-D057-10119f6772e5-C0004	KBH-D057-10119f6772e5	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	5	"{""bm25_preview_only"": 5}"	"{""bm25_preview_only"": 17.68978399382886}"
cand_c5a9036d6592e16e	inc_0991de462f9a6c05	KBH-D057-c118fc413f7c-C0002	KBH-D057-c118fc413f7c	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	4	"{""bm25_preview_only"": 4}"	"{""bm25_preview_only"": 14.565241157508886}"
cand_10da55b6d9b8de0b	inc_15361b2d5df6a488	KBH-D057-cb3046b350d8-C0001	KBH-D057-cb3046b350d8	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	4	"{""bm25_preview_only"": 4}"	"{""bm25_preview_only"": 14.744342706361863}"
cand_60f61c1ec72d536b	inc_0991de462f9a6c05	KBH-D057-cb3046b350d8-C0004	KBH-D057-cb3046b350d8	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	2	"{""bm25_preview_only"": 2}"	"{""bm25_preview_only"": 15.333455424522093}"
cand_e3f6903a941b898f	inc_15361b2d5df6a488	KBH-D057-3265685291bc-C0002	KBH-D057-3265685291bc	bm25_preview_only	6540f84d9ab2279c12d4304ba168f0e630679ec2258293ddea145f15b38ce85f	2	"{""bm25_preview_only"": 2}"	"{""bm25_preview_only"": 17.52826185883972}"
cand_eaa5e08de3538d23	inc_08457c0fbff4700e	KBH-D057-cb3046b350d8-C0001	KBH-D057-cb3046b350d8	bm25_preview_only	f5f16ab91778b4d2a4b5b69413a8e559fbb2bcd66758a48a1840b50a2341b780	3	"{""bm25_preview_only"": 3}"	"{""bm25_preview_only"": 14.744342706361863}"
cand_3cda4bdd1fb8a98f	inc_0f782051d78bc07a	KBH-D057-cb3046b350d8-C0002	KBH-D057-cb3046b350d8	bm25_preview_only	d35a9c81e882c27f8f8b1708d68ddfa4f94bfaffaea4e9b58fe5ded4d2c7bac9	6	"{""bm25_preview_only"": 6}"	"{""bm25_preview_only"": 16.81020252474986}"
cand_3d6ab0fd3d5f5efb	inc_0991de462f9a6c05	KBH-D057-cb3046b350d8-C0001	KBH-D057-cb3046b350d8	bm25_preview_only	75065200dd2679549fdb431749936c18e5f2e4653c34f79d46259f3ed59c2ebc	3	"{""bm25_preview_only"": 3}"	"{""bm25_preview_only"": 14.744342706361863}"
