incident_id	data_kind	local_path	bytes	sha256	upstream_hash_verified
inc_5aec36653e1ae8e1	observation	02_datasets/acquired/raw/inc_5aec36653e1ae8e1/logs.parquet	329442	507e1b6ef4388dfd9ca05121aacba51c2ee3bf188ba38990df49d8e0858c5b59	True
inc_5aec36653e1ae8e1	observation	02_datasets/acquired/raw/inc_5aec36653e1ae8e1/metrics.parquet	153741	e9b26768fc98a5dfa694527a71e131450848e6c736f73c162ee17f9bf14a337b	True
inc_5aec36653e1ae8e1	observation	02_datasets/acquired/raw/inc_5aec36653e1ae8e1/traces.parquet	9984733	4ac9a4ca2bc346ca9713131b2a6f38967437014bfe6070807d3b31364fdb80be	True
inc_90a870236431d8c2	label	02_datasets/acquired/labels/injection/inc_90a870236431d8c2/inject_time.txt	10	c89645a1c53ef2511973b4d7aa0d4fc73b4fe802b55cc67944a358a6e0f2ea80	False
inc_90a870236431d8c2	observation	02_datasets/acquired/raw/inc_90a870236431d8c2/logs.parquet	343011	e60eb8eec39b6edcf780d746e8148eb0fe36a692576603ddeb2323f478187b6c	True
inc_90a870236431d8c2	observation	02_datasets/acquired/raw/inc_90a870236431d8c2/metrics.parquet	158127	73b48c73e9f51abfc33bcdaec00f105573cb4aa29e0a6e5bf4636581938bce2c	True
inc_90a870236431d8c2	observation	02_datasets/acquired/raw/inc_90a870236431d8c2/traces.parquet	10225405	aff63f170543593cc282d1aff27d3825aa6e98e830e649f04f35200b1672f9bf	True
inc_ac67c10adc4fe094	label	02_datasets/acquired/labels/injection/inc_ac67c10adc4fe094/inject_time.txt	10	93bb936b7f1fb8cb800006d7cc12a77dd0e829bdaab152768d5748cf6fdaaaf8	False
inc_ac67c10adc4fe094	observation	02_datasets/acquired/raw/inc_ac67c10adc4fe094/logs.parquet	340151	c012a01a24d3b95d02088dda52d9ba9c1c2b2ae62568759976b3c35bc1d5cf50	True
inc_ac67c10adc4fe094	observation	02_datasets/acquired/raw/inc_ac67c10adc4fe094/metrics.parquet	171031	5ab4187e2220146eeb971899b0f7634bc465a884fd30ef4a477cbcc0c5866ce3	True
inc_ac67c10adc4fe094	observation	02_datasets/acquired/raw/inc_ac67c10adc4fe094/traces.parquet	10145276	fb202a1b992eb5fe116da572081bd9616312d2ff5e250ccf359a5c63c71abed6	True
inc_7a5cc77f7867a66f	label	02_datasets/acquired/labels/injection/inc_7a5cc77f7867a66f/inject_time.txt	10	412547acf7656dc3fc494c0ee46e93177ecf7f665c376cff4ab8a8de3b536a72	False
inc_7a5cc77f7867a66f	observation	02_datasets/acquired/raw/inc_7a5cc77f7867a66f/logs.parquet	347965	af5f8e086ac423727abbe07a45dfc3647cb8614e87cec2647f7f1b28b4262da4	True
inc_7a5cc77f7867a66f	observation	02_datasets/acquired/raw/inc_7a5cc77f7867a66f/metrics.parquet	158037	761de264537cd3134834cca7cf90d230683a60d58ca0a0a35e538096e701383e	True
inc_7a5cc77f7867a66f	observation	02_datasets/acquired/raw/inc_7a5cc77f7867a66f/traces.parquet	10277460	05b3971a30ddd08f70fc08f39380a551ec2d03672c9df9657ca728d3f9e745aa	True
inc_41d11c8c51f185b7	label	02_datasets/acquired/labels/injection/inc_41d11c8c51f185b7/inject_time.txt	10	c15efcdbecb239ceb83324d7c48b741e0352766a2068847009deabc9da59b2ed	False
inc_41d11c8c51f185b7	observation	02_datasets/acquired/raw/inc_41d11c8c51f185b7/logs.parquet	215831	3d9d0173cc3e10e00bfe6d3c28953a585b4b9848540ad4aaa5e9d1c5b3aaa850	True
inc_41d11c8c51f185b7	observation	02_datasets/acquired/raw/inc_41d11c8c51f185b7/metrics.parquet	130707	056254dfdea1f1ec385e513331db82cb99fa8ce2a28a808d37776fc5d4bb951d	True
inc_41d11c8c51f185b7	observation	02_datasets/acquired/raw/inc_41d11c8c51f185b7/traces.parquet	8358689	e126fdd6b5d0bb5d8cb83aa0658234bdf047eabcc3c045ff0fc99078f2b1f408	True
inc_a90410596ea7234e	label	02_datasets/acquired/labels/injection/inc_a90410596ea7234e/inject_time.txt	10	85864d3190cccf2c148a411b9f95048c87bde5e85890844c990552910fca0249	False
inc_a90410596ea7234e	observation	02_datasets/acquired/raw/inc_a90410596ea7234e/logs.parquet	342151	a44c0261ed1d167e22c9b0f1eda89784d5fab072789f17c3a10f3c63e72cf083	True
inc_a90410596ea7234e	observation	02_datasets/acquired/raw/inc_a90410596ea7234e/metrics.parquet	160489	0b3078df04188dd7c2b752a9b936b7cbb95921fc14bc0b482b6033ac5d8c508a	True
inc_a90410596ea7234e	observation	02_datasets/acquired/raw/inc_a90410596ea7234e/traces.parquet	10229549	1ad86af098b852a0af308afaf2665fb27caf1f6b83a60a9c4f655a57d134d6f7	True
inc_b65b223fe2861ce9	label	02_datasets/acquired/labels/injection/inc_b65b223fe2861ce9/inject_time.txt	10	38a03d2cffa1bb4f8da75315f566ab7ca484b7c25e8b2547ce135f9a3ab7bffa	False
inc_b65b223fe2861ce9	observation	02_datasets/acquired/raw/inc_b65b223fe2861ce9/logs.parquet	335235	62dc94f259a7c644a35f2accff1f30bf070532cdd286a2e2b11429f99a6a046c	True
inc_b65b223fe2861ce9	observation	02_datasets/acquired/raw/inc_b65b223fe2861ce9/metrics.parquet	174494	51fafedd0f3f0d8a0075adf3c23f9414708f4f1d2da85cf384b8165b31b26f09	True
inc_b65b223fe2861ce9	observation	02_datasets/acquired/raw/inc_b65b223fe2861ce9/traces.parquet	10179545	ca7f15c502c6e7453169cfa3d76f0476083148f905ddf2712da802b086b8e30c	True
inc_7b4b399e7c81a552	label	02_datasets/acquired/labels/injection/inc_7b4b399e7c81a552/inject_time.txt	10	266a28375e6f0120e296387329f9a093104e6aa76d0ecaecf81b65c3f45b67ee	False
inc_7b4b399e7c81a552	observation	02_datasets/acquired/raw/inc_7b4b399e7c81a552/logs.parquet	343055	19fd2f37a8952fbc4a2282abd0f099363dd3f503bbebb8da107e374592c8e2ac	True
inc_7b4b399e7c81a552	observation	02_datasets/acquired/raw/inc_7b4b399e7c81a552/metrics.parquet	159697	65f1dcc88d780c32184d36ac8cb38e7e298d8c4606c38037eac3e87910a967f1	True
inc_7b4b399e7c81a552	observation	02_datasets/acquired/raw/inc_7b4b399e7c81a552/traces.parquet	10173608	382089543181648a89a48ac47afcbdf677e9f3225394c576d9e63ddeab7d37db	True
inc_0991de462f9a6c05	label	02_datasets/acquired/labels/injection/inc_0991de462f9a6c05/inject_time.txt	10	c6ac93a51c0878d99a746010802d943ad4114aab2250b5cc3c63a18a2f3ed7d6	False
inc_0991de462f9a6c05	observation	02_datasets/acquired/raw/inc_0991de462f9a6c05/logs.parquet	343151	adbc1c95e27ef2295827490e6f309934d803bd43feb32ecd91cd219459e33921	True
inc_0991de462f9a6c05	observation	02_datasets/acquired/raw/inc_0991de462f9a6c05/metrics.parquet	162192	052b10383bb2841a15d6daef4d89aa2de8723ca9c107d6eada3c22bd4a0cc12b	True
inc_0991de462f9a6c05	observation	02_datasets/acquired/raw/inc_0991de462f9a6c05/traces.parquet	10260288	1fc575af3774d116ba71cba4657ab2079d8d75263279126f9fdf74b5989b3f9e	True
inc_d1821966fc7791fc	label	02_datasets/acquired/labels/injection/inc_d1821966fc7791fc/inject_time.txt	10	87a24c90d82e973adc4df3a1216a85141e2caac93a982cc78e99999b0e80dec7	False
inc_d1821966fc7791fc	observation	02_datasets/acquired/raw/inc_d1821966fc7791fc/logs.parquet	342888	4fd881f7620902c141a7cfa2cd4c6c8115ab2d85c6c0a7fd1914a8dcf9a0c1ba	True
inc_d1821966fc7791fc	observation	02_datasets/acquired/raw/inc_d1821966fc7791fc/metrics.parquet	159637	ed8471d2f53c0c3f4095b25eff69d5c45762425afaa973d4dbdc04d7bc32c0f3	True
inc_d1821966fc7791fc	observation	02_datasets/acquired/raw/inc_d1821966fc7791fc/traces.parquet	10214448	04d1512a44ece85f370caeaa09d24e441adc7f67bbebc0de689faea0d5563a63	True
inc_5b4214f9c0e50d81	label	02_datasets/acquired/labels/injection/inc_5b4214f9c0e50d81/inject_time.txt	10	0fd57d169b53ed2ad31d229ada9d9a85fbe92db4225ea138246b5945bde09f4b	False
inc_5b4214f9c0e50d81	observation	02_datasets/acquired/raw/inc_5b4214f9c0e50d81/logs.parquet	340865	b23442ffd493e8b2365d541659b7f85b507b0970b93c42218d378735d041bc60	True
inc_5b4214f9c0e50d81	observation	02_datasets/acquired/raw/inc_5b4214f9c0e50d81/metrics.parquet	159003	c06a8807374665322abcd580ce8d62e7f97e5d22cf4586c3dc6b65e24cfdd1d2	True
inc_5b4214f9c0e50d81	observation	02_datasets/acquired/raw/inc_5b4214f9c0e50d81/traces.parquet	10204412	0f0954b806eefe4c74540afd3eb25ce22ed4463d73df6c99bdbcc6248be0450b	True
inc_c3bf40c257e90fe0	label	02_datasets/acquired/labels/injection/inc_c3bf40c257e90fe0/inject_time.txt	10	ffd7fbfa3e6bf6a7f849d351097d17533e474b8f118cb8263997588970e4b0c8	False
inc_c3bf40c257e90fe0	observation	02_datasets/acquired/raw/inc_c3bf40c257e90fe0/logs.parquet	346455	6a06effe5e239002f0bfaeb47c7f46a6b2458b8983678a3679764c22249099cc	True
inc_c3bf40c257e90fe0	observation	02_datasets/acquired/raw/inc_c3bf40c257e90fe0/metrics.parquet	160101	7080eff2016aa46caf64474916b366736f5840716edff66fc4dc195578b5a89a	True
inc_c3bf40c257e90fe0	observation	02_datasets/acquired/raw/inc_c3bf40c257e90fe0/traces.parquet	10279081	5a4687157fe8c7be951feb018dcbf4cae159eb32155f8362682d808b10ba2126	True
inc_fb17a1c06d15f08d	label	02_datasets/acquired/labels/injection/inc_fb17a1c06d15f08d/inject_time.txt	10	939e7b2a0b2d465dc22075f479b38548c47759c612cf0c5b6e72dbc954c9553a	False
inc_fb17a1c06d15f08d	observation	02_datasets/acquired/raw/inc_fb17a1c06d15f08d/logs.parquet	321294	32c77b4bcdeba1e0fa770c96417c79616b7c6c41576644d193e1d5a2944c4b1d	True
inc_fb17a1c06d15f08d	observation	02_datasets/acquired/raw/inc_fb17a1c06d15f08d/metrics.parquet	158114	5a7291e34ce019824e0dafb6c3f2d29153b54563c65795444d9a329e745c4b25	True
inc_fb17a1c06d15f08d	observation	02_datasets/acquired/raw/inc_fb17a1c06d15f08d/traces.parquet	9806239	9e6b77c4512536fa9d83cb6ff2c037e31af6db28e752891ba35f822d888f23af	True
inc_87e54e05272da43e	label	02_datasets/acquired/labels/injection/inc_87e54e05272da43e/inject_time.txt	10	eff4e19e1d2ceae5232f4a589a18a7289f63acd46894b0ab68a58622d771035f	False
inc_87e54e05272da43e	observation	02_datasets/acquired/raw/inc_87e54e05272da43e/logs.parquet	267671	f66f5ea87c17639049b828f5778f298403d263bce171757ad0099161b450fe39	True
inc_87e54e05272da43e	observation	02_datasets/acquired/raw/inc_87e54e05272da43e/metrics.parquet	158552	d9e62c8b4929b1ad6d571e97d7c72be7b6d1c328e501e02b08f7d6c3e59f678e	True
inc_87e54e05272da43e	observation	02_datasets/acquired/raw/inc_87e54e05272da43e/traces.parquet	9781593	6b0a0f7ada98756df9c0b076667ea5f9e977230ff1d4a20fc09cae1808b73b29	True
inc_42d05a5a96453d5d	label	02_datasets/acquired/labels/injection/inc_42d05a5a96453d5d/inject_time.txt	10	e96bdf0ef3810862c5c2fffa2babb5834db4ebd8351bb7a5f7ff103b150ecdf0	False
inc_42d05a5a96453d5d	observation	02_datasets/acquired/raw/inc_42d05a5a96453d5d/logs.parquet	263430	30b78e84502addecf6d69091cbc97af88d13e29b5dc1dc0b241c967219681d92	True
inc_42d05a5a96453d5d	observation	02_datasets/acquired/raw/inc_42d05a5a96453d5d/metrics.parquet	159581	12756074029a5e2361a67254fbf15b9c192e845fd9c77bc5961f7293b51f8feb	True
inc_42d05a5a96453d5d	observation	02_datasets/acquired/raw/inc_42d05a5a96453d5d/traces.parquet	9616612	034dc91bcfdf69973af19dc9ce57886c7b75ad12c6fba7db872d9a837d968ed4	True
inc_666f8c5628760ebf	label	02_datasets/acquired/labels/injection/inc_666f8c5628760ebf/inject_time.txt	10	afd71197c23b67e0ee30123f51a6b52549f1db01fd537bdc39f3ddb813d225ed	False
inc_666f8c5628760ebf	observation	02_datasets/acquired/raw/inc_666f8c5628760ebf/logs.parquet	304701	881d521c372f94a0dda2b4317e8c46723499155e4d8498b57bf0fefd3cef3173	True
inc_666f8c5628760ebf	observation	02_datasets/acquired/raw/inc_666f8c5628760ebf/metrics.parquet	160014	5e6a6def74364ab09d682777c6c09b29fbc2e2c1b6b8ee279958764d0b6a27bd	True
inc_666f8c5628760ebf	observation	02_datasets/acquired/raw/inc_666f8c5628760ebf/traces.parquet	9495309	c919dbc323bbd2dec5873c76856e9d5942b7339751308c8e679a9144ec3c7b5b	True
inc_3ca96f4fd6ec63a3	label	02_datasets/acquired/labels/injection/inc_3ca96f4fd6ec63a3/inject_time.txt	10	0a3c2dbbd507f52deb6d313f818037c133b192401e94441230fb8145c0391ca4	False
inc_3ca96f4fd6ec63a3	observation	02_datasets/acquired/raw/inc_3ca96f4fd6ec63a3/logs.parquet	341284	1146808fa575ed397b3f3996435b4e67a9fcc03917e89faca3a5f37b22435b89	True
inc_3ca96f4fd6ec63a3	observation	02_datasets/acquired/raw/inc_3ca96f4fd6ec63a3/metrics.parquet	163779	3d6da65da0438f2b0ffffcec73b2e1df489c693d48a9db6b0770e53f6d0464f4	True
inc_3ca96f4fd6ec63a3	observation	02_datasets/acquired/raw/inc_3ca96f4fd6ec63a3/traces.parquet	10125921	b34905517fb7063b573b20a6a2226881609190678577a025bfb8b15d59426153	True
inc_ee53782e9c264b25	label	02_datasets/acquired/labels/injection/inc_ee53782e9c264b25/inject_time.txt	10	5645e0d0842f4d538ee756bac26ef55228c5ec26ef5e4b0d24d55706bcde9177	False
inc_ee53782e9c264b25	observation	02_datasets/acquired/raw/inc_ee53782e9c264b25/logs.parquet	349053	14dc604f459dc969f3f4452a5b63c3819f6d72ea5e52424668a26d892445ae84	True
inc_ee53782e9c264b25	observation	02_datasets/acquired/raw/inc_ee53782e9c264b25/metrics.parquet	162125	b2c6882086e4a011e7e4450d027c158689ef6bf8811d5efe27e49ae3e343dd3d	True
inc_ee53782e9c264b25	observation	02_datasets/acquired/raw/inc_ee53782e9c264b25/traces.parquet	10302803	8a27b8895199d6093bf6fa75b039f309f5d697cd63299e29381e621fa974cd0e	True
inc_1fa5a9117fca9344	label	02_datasets/acquired/labels/injection/inc_1fa5a9117fca9344/inject_time.txt	10	a0de26a5d08864950d6e84cc4fc8311088eb0011d1f47b4a3c51e9f2aa0660a0	False
inc_1fa5a9117fca9344	observation	02_datasets/acquired/raw/inc_1fa5a9117fca9344/logs.parquet	223888	aaa390fe2f92a3ae646fb59a6c2069e4a3f9fd789aa3d86f939656d2e55bc366	True
inc_1fa5a9117fca9344	observation	02_datasets/acquired/raw/inc_1fa5a9117fca9344/metrics.parquet	162150	a31419d13452d1c969f8dd22ab82089fe77c8fa3ae2ca4aadeb17180849f17fc	True
inc_1fa5a9117fca9344	observation	02_datasets/acquired/raw/inc_1fa5a9117fca9344/traces.parquet	7734168	ebba409588650edab31d79d02819af64edbf3e17e5359f320893fc30f9b8fea7	True
inc_575674712ab891b4	label	02_datasets/acquired/labels/injection/inc_575674712ab891b4/inject_time.txt	10	c412fb79e310b259c67dd0fbf9f57b7030a052254f0434756cc1680460b4f18e	False
inc_575674712ab891b4	observation	02_datasets/acquired/raw/inc_575674712ab891b4/logs.parquet	275031	5a1844ab2ce53ebdd6458e8c4302bcdee830ca2db6553bd4da719df41bde5bd6	True
inc_575674712ab891b4	observation	02_datasets/acquired/raw/inc_575674712ab891b4/metrics.parquet	165081	a11e3af15c8c574809cb0bc40f5613ebc6865e658f64f217e2e8f763015e8664	True
inc_575674712ab891b4	observation	02_datasets/acquired/raw/inc_575674712ab891b4/traces.parquet	9371708	aea30bd6de802aa7d2d52951881917b73a650ecf8f29b943a3ad7ae1c8ebea1d	True
inc_28de536b28e1a888	label	02_datasets/acquired/labels/injection/inc_28de536b28e1a888/inject_time.txt	10	8b68d557a2c05456352b26b33504c36cd97f2edec40894837e2d645460cd21c1	False
inc_28de536b28e1a888	observation	02_datasets/acquired/raw/inc_28de536b28e1a888/logs.parquet	292616	6fb018727729cc73726506dbdf0d2ec0776676ae8fb0a1fe14787db0ec057e42	True
inc_28de536b28e1a888	observation	02_datasets/acquired/raw/inc_28de536b28e1a888/metrics.parquet	163223	c4055cbedea6c9aeb164bba921b81023ba76f798ad90c672f0a5ed51550b8568	True
inc_28de536b28e1a888	observation	02_datasets/acquired/raw/inc_28de536b28e1a888/traces.parquet	9181276	6fc519b2286f0e5e445eedf6e634735f309087ec7a6bfe0c65ee6661d71b1765	True
inc_9cb53216929f92e8	label	02_datasets/acquired/labels/injection/inc_9cb53216929f92e8/inject_time.txt	10	7b1543cae6c4c16baf7d85fb35e5a008d1522d18b0a49ea903e27732401c1fa0	False
inc_9cb53216929f92e8	observation	02_datasets/acquired/raw/inc_9cb53216929f92e8/logs.parquet	317390	146a10318522c38abb82ced4722e5f7bd68bbfc7930ae70a615e4d5cf725ff6d	True
inc_9cb53216929f92e8	observation	02_datasets/acquired/raw/inc_9cb53216929f92e8/metrics.parquet	158714	689b626fe46e2ee6bb430853dedcc410c839ae2a93833349be9ad96803fee6e0	True
inc_9cb53216929f92e8	observation	02_datasets/acquired/raw/inc_9cb53216929f92e8/traces.parquet	9787628	fbe435f1ac87ad1822a90e1635a0bfad6f7e5a3ea30715cf61f6cd53ad397b7d	True
inc_c75fa18cc6e553d8	label	02_datasets/acquired/labels/injection/inc_c75fa18cc6e553d8/inject_time.txt	10	64580d7dca6090e1fd36fd68df6be12806f6fe262c5b82dad0976fbc064d6ec8	False
inc_c75fa18cc6e553d8	observation	02_datasets/acquired/raw/inc_c75fa18cc6e553d8/logs.parquet	325203	bf5483dcdfc122b3d05fe98926ac2e9465dbf235c8086b37d71dff4f76bdba58	True
inc_c75fa18cc6e553d8	observation	02_datasets/acquired/raw/inc_c75fa18cc6e553d8/metrics.parquet	153938	d0bb3a38d4fb930e63e3f862712d72a2a3f2ee82ab14c071d926f2c2e9de46fc	True
inc_c75fa18cc6e553d8	observation	02_datasets/acquired/raw/inc_c75fa18cc6e553d8/traces.parquet	9927642	bcea2effb074eef8883be4558525b6be0149c3b7667e0142b628c0e5ff9a8550	True
inc_440b5aa2334e385c	label	02_datasets/acquired/labels/injection/inc_440b5aa2334e385c/inject_time.txt	10	1d3384826a795d9533cd0cc40673999550a14c9a05e6a3b3842a0f3f3c93c03c	False
inc_440b5aa2334e385c	observation	02_datasets/acquired/raw/inc_440b5aa2334e385c/logs.parquet	327596	60aae5863663e1b72b4a3df572a2aa47577eb40b505eb0bd7ab9882d8163393a	True
inc_440b5aa2334e385c	observation	02_datasets/acquired/raw/inc_440b5aa2334e385c/metrics.parquet	163698	326f12119594afa643db66c9a1251935a07b9560cf40651fbc49d5ac450a4e82	True
inc_440b5aa2334e385c	observation	02_datasets/acquired/raw/inc_440b5aa2334e385c/traces.parquet	9907309	0d34319461cc7dbc775870291882a88bdc7520a50c16e3eb3ea2a4e7e2786e31	True
inc_77ceaec9d84d6e25	label	02_datasets/acquired/labels/injection/inc_77ceaec9d84d6e25/inject_time.txt	10	63633f50483f5cc1b43eec581aa6a35c19dfcaf1eadfc189c299b7050b035fe5	False
inc_77ceaec9d84d6e25	observation	02_datasets/acquired/raw/inc_77ceaec9d84d6e25/logs.parquet	345019	c8e96e804e4f75ed396be82249ecdeaada696612b892c56399548e6abffb7218	True
inc_77ceaec9d84d6e25	observation	02_datasets/acquired/raw/inc_77ceaec9d84d6e25/metrics.parquet	157288	25f927f934f8a91723bd146fd2c020713516f3f1d5705051b942bdfcb9e1ce08	True
inc_77ceaec9d84d6e25	observation	02_datasets/acquired/raw/inc_77ceaec9d84d6e25/traces.parquet	10260001	577a16fc1be0d402c176628b3b13146b34f22a9e9731943853a136a25c44f324	True
